基金代码,基金简称,基金类型,资产规模(亿),基金管理人,基金净值,基金经理(最近连续最长任职),基金经理的上任时间,近三年标准差,近三年夏普,近三年涨幅,近五年涨幅
012755,鹏华内地低碳联接C,指数型-股票,1.37,鹏华基金,0.5619,闫冬,2021-07-13,None,None,None,None
014308,嘉实多元动力混合C,混合型-偏股,0.17,嘉实基金,0.5618,曲盛伟,2021-12-21,None,None,None,None
011275,交银成长动力一年持有混合A,混合型-偏股,13.40,交银施罗德基金,0.5617,周中,2021-06-11,None,None,-43.79%,None
010505,申万菱信创业板量化精选股票C,股票型,0.01,申万菱信基金,0.5615,俞诚,2020-10-29,24.30%,-0.88,-48.66%,None
012537,华宝中证细分化工产业主题ETF联接A,指数型-股票,0.26,华宝基金,0.5614,陈建华,2021-06-24,20.35%,-0.91,-42.94%,None
013365,汇添富产业升级混合A,混合型-偏股,2.45,汇添富基金,0.5614,赵鹏程,2021-10-29,None,None,None,None
160218,国泰国证房地产行业指数A,指数型-股票,2.88,国泰基金,0.5612,吴中昊,2022-12-30,26.44%,-0.62,-38.43%,-46.06%
018385,招商中证全指软件ETF发起式联接A,指数型-股票,0.12,招商基金,0.5612,苏燕青,2023-06-02,None,None,None,None
013479,金鹰先进制造股票(LOF)C,股票型,0.03,金鹰基金,0.5610,杨刚,2022-01-11,None,None,None,None
007013,湘财长顺混合发起式C,混合型-偏股,0.52,湘财基金,0.5608,程涛,2022-01-28,21.42%,-0.71,-35.52%,21.73%
014220,恒越医疗健康精选混合A,混合型-偏股,0.28,恒越基金,0.5606,王晓明,2023-11-29,None,None,None,None
012103,国寿安保低碳经济混合C,混合型-偏股,0.08,国寿安保基金,0.5606,吴坚,2022-06-01,None,None,None,None
506000,南方科创板3年定开混合,混合型-偏股,12.60,南方基金,0.5605,王博,2020-07-28,28.79%,-0.78,-50.55%,None
010411,长城品质成长混合C,混合型-偏股,1.33,长城基金,0.5605,杨建华,2023-02-10,16.29%,-1.19,-44.79%,None
015789,永赢高端装备智选混合发起A,混合型-偏股,0.16,永赢基金,0.5603,张璐,2022-07-15,None,None,None,None
012179,浦银安盛创业板ETF联接A,指数型-股票,0.13,浦银安盛基金,0.5601,高钢杰,2021-12-29,None,None,None,None
010415,华泰柏瑞质量精选混合A,混合型-偏股,0.96,华泰柏瑞基金,0.5600,陈文凯,2023-08-01,28.00%,-0.78,-49.34%,None
013019,国泰中证全指建筑材料ETF联接A,指数型-股票,0.11,国泰基金,0.5600,黄岳,2021-08-03,None,None,None,None
010393,工银健康生活混合A,混合型-偏股,6.96,工银瑞信基金,0.5599,谭冬寒,2020-11-09,25.74%,-0.93,-53.33%,None
013307,国泰中证科创创业50ETF发起联接C,指数型-股票,0.26,国泰基金,0.5599,黄岳,2021-08-25,None,None,None,None
010210,国泰中证计算机主题ETF联接C,指数型-股票,0.34,国泰基金,0.5599,艾小军,2020-12-03,26.49%,-0.68,-41.73%,None
017036,嘉实低碳精选混合发起式A,混合型-偏股,0.08,嘉实基金,0.5599,宋阳,2024-05-25,None,None,None,None
008089,华夏中证全指房地产ETF联接C,指数型-股票,1.16,华夏基金,0.5598,李俊,2019-11-28,25.82%,-0.67,-40.26%,None
008182,方正富邦信泓混合C,混合型-灵活,0.00,方正富邦基金,0.5598,李朝昱,2020-11-11,20.66%,-1.42,-62.46%,None
011579,汇丰晋信核心成长C,混合型-偏股,2.41,汇丰晋信基金,0.5598,陆彬,2021-05-24,22.88%,-0.85,-44.57%,None
010815,农银新兴消费股票,股票型,20.67,农银汇理基金,0.5597,徐文卉,2021-03-03,17.41%,-1.06,-42.77%,None
012552,天弘中证芯片产业ETF发起式联接A,指数型-股票,1.32,天弘基金,0.5591,林心龙,2021-07-21,None,None,None,None
011611,华泰柏瑞科创板50ETF联接C,指数型-股票,5.94,华泰柏瑞基金,0.5590,柳军,2021-03-04,22.38%,-1.08,-53.71%,None
011608,易方达上证科创50联接A,指数型-股票,48.30,易方达基金,0.5588,林伟斌,2021-03-01,22.48%,-1.08,-53.86%,None
018386,招商中证全指软件ETF发起式联接C,指数型-股票,0.15,招商基金,0.5587,苏燕青,2023-06-02,None,None,None,None
519694,交银蓝筹混合,混合型-偏股,11.61,交银施罗德基金,0.5585,王少成,2018-09-28,19.41%,-0.91,-40.88%,11.39%
012637,国泰中证全指软件ETF联接C,指数型-股票,0.72,国泰基金,0.5585,梁杏,2021-06-24,28.23%,-0.68,-44.13%,None
009659,民生加银新动能一年定开混合A,混合型-偏股,7.44,民生加银基金,0.5584,孙伟,2020-07-15,20.78%,-0.94,-45.09%,None
011399,汇添富数字未来混合A,混合型-偏股,25.84,汇添富基金,0.5582,杨瑨,2021-02-24,20.51%,-0.98,-46.01%,None
012313,长城兴华优选一年定开混合C,混合型-偏股,0.46,长城基金,0.5581,杨建华,2021-10-11,None,None,None,None
014418,西部利得CES芯片指数增强A,指数型-股票,2.69,西部利得基金,0.5581,盛丰衍,2021-12-23,None,None,None,None
001261,国联新机遇混合,混合型-灵活,0.32,国联基金,0.5580,朱晓明,2023-05-11,29.17%,-0.96,-60.43%,-38.61%
012538,华宝中证细分化工产业主题ETF联接C,指数型-股票,1.17,华宝基金,0.5580,陈建华,2021-06-24,20.34%,-0.92,-43.28%,None
014063,景顺长城专精特新量化优选股票C,股票型,2.69,景顺长城基金,0.5579,徐喻军,2021-11-25,None,None,None,None
620004,金元顺安价值增长混合,混合型-偏股,1.56,金元顺安基金,0.5572,孔祥鹏,2022-04-28,24.63%,-0.81,-45.90%,-17.82%
015042,国泰国证房地产行业指数C,指数型-股票,1.10,国泰基金,0.5572,吴中昊,2022-12-30,None,None,None,None
011609,易方达上证科创50联接C,指数型-股票,71.31,易方达基金,0.5569,林伟斌,2021-03-01,22.48%,-1.08,-54.00%,None
012977,瑞达鑫红量化6个月持有混合A,混合型-偏股,0.22,瑞达基金,0.5569,袁忠伟,2021-07-14,None,None,None,None
017037,嘉实低碳精选混合发起式C,混合型-偏股,0.04,嘉实基金,0.5568,宋阳,2024-05-25,None,None,None,None
010164,财通资管价值精选一年持有混合C,混合型-偏股,0.19,财通资管,0.5564,姜永明,2021-05-25,None,None,-46.45%,None
202005,南方成份精选混合A,混合型-偏股,19.15,南方基金,0.5562,黄春逢,2015-12-30,19.33%,-1.05,-46.32%,-6.64%
011885,工银景气优选混合C,混合型-偏股,0.69,工银瑞信基金,0.5562,杨柯,2022-08-01,None,None,None,None
001361,景顺中证科技传媒通信150ETF联接,指数型-股票,2.64,景顺长城基金,0.5560,张晓南,2021-12-16,22.79%,-0.51,-27.13%,10.54%
015790,永赢高端装备智选混合发起C,混合型-偏股,1.61,永赢基金,0.5559,张璐,2022-07-15,None,None,None,None
012553,天弘中证芯片产业ETF发起式联接C,指数型-股票,5.18,天弘基金,0.5558,林心龙,2021-07-21,None,None,None,None
012180,浦银安盛创业板ETF联接C,指数型-股票,0.12,浦银安盛基金,0.5558,高钢杰,2021-12-29,None,None,None,None
012476,平安优质企业混合C,混合型-偏股,0.50,平安基金,0.5557,薛冀颖,2021-07-19,None,None,None,None
009893,大摩优悦安和混合A,混合型-偏股,0.41,摩根士丹利基金,0.5556,何晓春,2020-09-24,28.34%,-0.86,-54.01%,None
161036,富国中证娱乐主题指数增强(LOF)A,指数型-股票,0.64,富国基金,0.5554,牛志冬,2017-03-13,26.25%,-0.45,-27.57%,-11.99%
011273,泰信景气驱动12个月持有混合A,混合型-偏股,0.66,泰信基金,0.5553,王博强,2021-04-08,19.96%,-1.00,-45.71%,None
011288,上银医疗健康混合A,混合型-偏股,0.87,上银基金,0.5553,杨建楠,2022-02-25,21.69%,-0.81,-41.01%,None
001135,益民品质升级混合A,混合型-灵活,0.42,益民基金,0.5552,王勇,2023-02-28,25.34%,-1.04,-57.75%,-9.13%
013020,国泰中证全指建筑材料ETF联接C,指数型-股票,0.20,国泰基金,0.5552,黄岳,2021-08-03,None,None,None,None
013514,长安先进制造混合C,混合型-偏股,0.36,长安基金,0.5551,徐小勇,2021-10-28,None,None,None,None
011069,工银成长精选混合A,混合型-偏股,9.02,工银瑞信基金,0.5549,赵蓓,2021-03-25,19.55%,-0.99,-44.66%,None
011900,长安鑫瑞科技6个月定开混合C,混合型-偏股,0.77,长安基金,0.5549,肖洁,2023-11-24,None,None,-47.73%,None
010491,鹏华高质量增长混合C,混合型-偏股,0.26,鹏华基金,0.5548,胡颖,2021-12-11,27.03%,-0.66,-41.17%,None
011357,华泰柏瑞品质成长混合A,混合型-偏股,13.58,华泰柏瑞基金,0.5548,沈雪峰,2021-03-03,20.03%,-1.15,-51.50%,None
012995,嘉实策略视野三年持有期混合,混合型-偏股,2.19,嘉实基金,0.5548,方晗,2021-12-28,None,None,None,None
020970,益民品质升级混合C,混合型-灵活,0.01,益民基金,0.5548,王勇,2024-03-11,None,None,None,None
005347,诺德量化优选6个月持有期混合,混合型-偏股,1.53,诺德基金,0.5547,曾文宏,2023-07-14,17.12%,-1.33,-51.11%,None
010788,华安优势企业混合C,混合型-偏股,1.30,华安基金,0.5546,杨明,2020-12-30,17.33%,-1.08,-43.30%,None
012986,平安优势回报1年持有混合C,混合型-偏股,0.69,平安基金,0.5545,黄维,2021-08-24,None,None,None,None
015229,华夏低碳经济一年持有混合A,混合型-偏股,1.39,华夏基金,0.5541,吕佳玮,2022-06-28,None,None,None,None
009170,湘财长兴灵活配置混合C,混合型-灵活,0.23,湘财基金,0.5540,车广路,2020-04-23,24.25%,-0.97,-52.76%,None
013006,摩根景气甄选混合A,混合型-偏股,12.25,摩根资产管理,0.5540,陈思郁,2021-08-31,None,None,None,None
011392,平安兴鑫回报一年定开混合,混合型-偏股,3.91,平安基金,0.5538,俞瑶,2023-07-07,None,None,-48.33%,None
160805,长盛同智优势混合(LOF),混合型-灵活,2.82,长盛基金,0.5535,钱文礼,2023-04-13,25.67%,-0.88,-50.70%,0.21%
011283,华夏消费龙头混合C,混合型-偏股,1.15,华夏基金,0.5534,黄文倩,2021-02-03,19.35%,-0.90,-40.44%,None
013359,上银高质量优选9个月持有混合C,混合型-偏股,0.07,上银基金,0.5533,陈博,2023-07-25,None,None,None,None
011599,国联安匠心科技1个月滚动持有混合,混合型-偏股,0.53,国联安基金,0.5532,潘明,2021-05-18,34.96%,-0.62,-49.14%,None
009909,嘉实动力先锋混合A,混合型-偏股,15.26,嘉实基金,0.5531,姚志鹏,2020-11-23,23.80%,-0.88,-47.74%,None
009564,汇安消费龙头混合A,混合型-偏股,5.53,汇安基金,0.5530,吴尚伟,2023-06-02,22.13%,-0.86,-43.89%,None
161838,银华创业板两年定期开放混合,混合型-偏股,3.74,银华基金,0.5530,刘辉,2020-08-07,None,None,-40.00%,None
506003,富国科创板两年定开混合,混合型-偏股,10.06,富国基金,0.5527,赵伟,2024-04-23,27.55%,-0.82,-50.79%,None
014256,富国中证娱乐主题指数增强(LOF)C,指数型-股票,0.13,富国基金,0.5527,牛志冬,2021-12-09,None,None,None,None
012975,西部利得碳中和混合发起A,混合型-偏股,7.17,西部利得基金,0.5526,陈保国,2021-08-09,None,None,None,None
011020,财通资管消费精选混合C,混合型-灵活,0.13,财通资管,0.5525,于洋,2020-12-18,28.13%,-0.85,-53.26%,None
014419,西部利得CES芯片指数增强C,指数型-股票,3.42,西部利得基金,0.5525,盛丰衍,2021-12-23,None,None,None,None
011783,泓德睿源三年持有期混合,混合型-灵活,52.89,泓德基金,0.5524,秦毅,2021-04-21,19.47%,-1.06,-47.08%,None
009411,中银科技创新一年定开混合,混合型-偏股,1.49,中银基金,0.5524,王伟然,2023-10-24,None,None,-55.07%,None
013366,汇添富产业升级混合C,混合型-偏股,0.17,汇添富基金,0.5524,赵鹏程,2021-10-29,None,None,None,None
011471,鹏华致远成长混合A,混合型-偏股,1.03,鹏华基金,0.5523,张鹏,2024-04-27,15.88%,-1.22,-44.75%,None
014221,恒越医疗健康精选混合C,混合型-偏股,0.15,恒越基金,0.5523,王晓明,2023-11-29,None,None,None,None
009877,中银内核驱动股票A,股票型,1.69,中银基金,0.5521,杨亦然,2023-07-25,24.15%,-1.05,-55.84%,None
014424,博时恒生医疗保健ETF发起式联接(QDII)A,指数型-海外股票,6.82,博时基金,0.5521,万琼,2021-12-28,None,None,None,None
010948,中欧嘉选混合C,混合型-偏股,0.52,中欧基金,0.5518,王健,2021-03-10,19.05%,-1.02,-44.89%,None
012389,信澳品质回报6个月持有混合,混合型-偏股,9.83,信达澳亚基金,0.5518,邹运,2021-08-23,None,None,None,None
009347,国联价值成长6个月持有混合A,混合型-偏股,0.70,国联基金,0.5517,骆尖,2021-08-03,24.72%,-0.95,-52.35%,None
011276,交银成长动力一年持有混合C,混合型-偏股,0.29,交银施罗德基金,0.5515,周中,2021-06-11,None,None,-44.79%,None
009508,国金鑫意医药消费C,混合型-偏股,1.89,国金基金,0.5514,吕伟,2021-11-05,25.75%,-0.88,-51.16%,None
011203,永赢惠添益混合A,混合型-偏股,2.35,永赢基金,0.5514,李永兴,2021-03-16,24.33%,-0.78,-43.96%,None
010854,汇添富沪深300基本面增强指数A,指数型-股票,32.68,汇添富基金,0.5513,顾耀强,2021-01-20,15.58%,-1.17,-42.10%,None
010895,鹏华汇智优选混合C,混合型-偏股,1.91,鹏华基金,0.5512,梁浩,2021-01-08,19.64%,-0.91,-41.32%,None
010416,华泰柏瑞质量精选混合C,混合型-偏股,0.04,华泰柏瑞基金,0.5509,陈文凯,2023-08-01,28.00%,-0.79,-50.10%,None
165523,中信保诚中证信息安全指数(LOF)A,指数型-股票,2.22,中信保诚基金,0.5509,黄稚,2019-09-04,27.45%,-0.56,-35.94%,-29.05%
012354,南方新能源产业趋势混合A,混合型-偏股,7.16,南方基金,0.5508,熊琳,2021-08-25,None,None,None,None
010148,浙商智选经济动能混合A,混合型-偏股,0.36,浙商基金,0.5504,白玉,2021-07-14,23.05%,-0.97,-50.61%,None
014867,大摩优悦安和混合C,混合型-偏股,1.00,摩根士丹利基金,0.5502,何晓春,2022-01-26,None,None,None,None
013469,泰信低碳经济混合发起式A,混合型-偏股,0.05,泰信基金,0.5500,吴秉韬,2021-11-03,None,None,None,None
005228,汇添富港股通专注成长,混合型-偏股,2.42,汇添富基金,0.5499,陈健玮,2021-09-28,29.46%,-0.79,-51.87%,-30.30%
011289,上银医疗健康混合C,混合型-偏股,1.12,上银基金,0.5499,杨建楠,2022-02-25,21.69%,-0.82,-41.54%,None
012786,鹏华品质精选混合C,混合型-偏股,0.49,鹏华基金,0.5499,孟昊,2021-09-28,None,None,None,None
014425,博时恒生医疗保健ETF发起式联接(QDII)C,指数型-海外股票,5.22,博时基金,0.5499,万琼,2021-12-28,None,None,None,None
008050,同泰慧择混合A,混合型-偏股,0.16,同泰基金,0.5497,黄伟轩,2021-06-29,32.88%,-0.82,-58.85%,None
012186,招商品质成长混合A,混合型-偏股,7.91,招商基金,0.5496,李佳存,2021-09-23,None,None,None,None
009660,民生加银新动能一年定开混合C,混合型-偏股,2.82,民生加银基金,0.5495,孙伟,2020-07-15,20.79%,-0.96,-45.75%,None
010730,银华心佳两年持有期混合,混合型-偏股,59.59,银华基金,0.5494,李晓星,2021-01-08,21.39%,-0.98,-47.93%,None
009661,平安研究睿选混合A,混合型-偏股,9.00,平安基金,0.5491,李化松,2020-07-17,21.28%,-1.18,-55.57%,None
850588,海通核心优势一年持有混合A,混合型-偏股,2.35,上海海通证券资产管理,0.5489,于志浩,2021-12-29,17.46%,-1.35,-52.81%,None
850005,海通核心优势一年持有混合B,混合型-偏股,0.31,上海海通证券资产管理,0.5489,于志浩,2021-12-29,17.46%,-1.35,-52.81%,None
011400,汇添富数字未来混合C,混合型-偏股,3.80,汇添富基金,0.5489,杨瑨,2021-02-24,20.50%,-1.00,-46.81%,None
012978,瑞达鑫红量化6个月持有混合C,混合型-偏股,0.06,瑞达基金,0.5487,袁忠伟,2021-07-14,None,None,None,None
010284,长城价值成长六个月持有期混合A,混合型-偏股,3.51,长城基金,0.5486,韩林,2021-11-04,23.37%,-0.92,-48.68%,None
017165,易米低碳经济股票发起A,股票型,0.46,易米基金,0.5486,程伟庆,2023-03-14,None,None,None,None
009795,嘉实远见精选两年持有期混合,混合型-偏股,33.76,嘉实基金,0.5484,归凯,2020-07-23,19.47%,-1.19,-51.90%,None
398011,中海分红增利混合,混合型-灵活,1.97,中海基金,0.5481,邱红丽,2014-11-18,31.41%,-0.77,-53.68%,-4.10%
010287,海富通成长价值混合C,混合型-偏股,1.07,海富通基金,0.5477,黄峰,2020-12-17,25.41%,-0.70,-41.32%,None
010717,前海开源优质企业6个月持有混合A,混合型-偏股,31.75,前海开源基金,0.5477,曲扬,2021-01-08,21.71%,-0.80,-40.64%,None
017195,长江时代精选混合发起式A,混合型-偏股,0.64,长江证券(上海)资管,0.5471,刘舒畅,2022-11-30,None,None,None,None
257020,国联安精选混合,混合型-偏股,7.09,国联安基金,0.5470,魏东,2009-09-30,21.54%,-0.81,-40.52%,28.16%
010665,博时高端装备混合A,混合型-偏股,0.23,博时基金,0.5469,李喆,2022-06-29,21.57%,-0.96,-47.34%,None
014488,国投瑞银产业升级两年持有混合A,混合型-偏股,2.59,国投瑞银基金,0.5468,施成,2022-03-11,None,None,None,None
011274,泰信景气驱动12个月持有混合C,混合型-偏股,0.24,泰信基金,0.5464,王博强,2021-04-08,19.96%,-1.02,-46.52%,None
015230,华夏低碳经济一年持有混合C,混合型-偏股,0.53,华夏基金,0.5463,吕佳玮,2022-06-28,None,None,None,None
013007,摩根景气甄选混合C,混合型-偏股,0.61,摩根资产管理,0.5462,陈思郁,2021-08-31,None,None,None,None
012976,西部利得碳中和混合发起C,混合型-偏股,3.19,西部利得基金,0.5462,陈保国,2021-08-09,None,None,None,None
011358,华泰柏瑞品质成长混合C,混合型-偏股,0.75,华泰柏瑞基金,0.5456,沈雪峰,2021-03-03,20.02%,-1.16,-52.22%,None
006541,南方成份精选混合C,混合型-偏股,0.08,南方基金,0.5455,黄春逢,2018-11-20,19.33%,-1.08,-47.59%,-10.30%
017222,富国中证电池主题ETF发起式联接A,指数型-股票,0.11,富国基金,0.5454,曹璐迪,2022-11-29,None,None,None,None
011418,汇添富消费精选两年持有股票A,股票型,36.09,汇添富基金,0.5453,胡昕炜,2021-05-11,None,None,-47.08%,None
009361,招商创新增长混合C,混合型-偏股,0.59,招商基金,0.5452,李佳存,2020-06-17,23.81%,-1.07,-56.08%,None
012155,汇添富成长先锋六个月持有混合A,混合型-偏股,10.31,汇添富基金,0.5451,郑乐凯,2023-09-11,None,None,None,None
000939,中银研究精选灵活配置混合A,混合型-灵活,1.73,中银基金,0.5450,杨成,2023-12-04,21.84%,-0.97,-48.26%,39.32%
163402,兴全趋势投资混合(LOF),混合型-灵活,156.20,兴证全球基金,0.5449,董理,2021-10-20,16.55%,-0.89,-34.54%,5.70%
017166,易米低碳经济股票发起C,股票型,0.03,易米基金,0.5449,程伟庆,2023-03-14,None,None,None,None
010405,惠升医药健康6个月持有期混合,混合型-偏股,6.68,惠升基金,0.5448,张一甫,2020-12-22,19.18%,-1.08,-47.26%,None
013083,中信保诚中证信息安全指数(LOF)C,指数型-股票,0.51,中信保诚基金,0.5448,黄稚,2021-08-26,None,None,None,None
012600,中银内核驱动股票C,股票型,0.01,中银基金,0.5446,杨亦然,2023-07-25,24.15%,-1.06,-56.44%,None
011204,永赢惠添益混合C,混合型-偏股,0.19,永赢基金,0.5441,李永兴,2021-03-16,24.33%,-0.80,-44.63%,None
011070,工银成长精选混合C,混合型-偏股,1.11,工银瑞信基金,0.5441,赵蓓,2021-03-25,19.56%,-1.02,-45.66%,None
012969,鹏华国证半导体芯片ETF联接A,指数型-股票,0.63,鹏华基金,0.5440,罗英宇,2021-08-24,None,None,None,None
580002,东吴双动力混合A,混合型-偏股,1.82,东吴基金,0.5439,张浩佳,2022-12-30,25.97%,-0.72,-43.21%,29.86%
010394,工银健康生活混合C,混合型-偏股,1.50,工银瑞信基金,0.5437,谭冬寒,2020-11-09,25.74%,-0.95,-54.44%,None
160628,鹏华中证800地产指数(LOF)A,指数型-股票,1.65,鹏华基金,0.5437,闫冬,2019-04-30,28.91%,-0.70,-46.38%,-47.04%
017196,长江时代精选混合发起式C,混合型-偏股,0.00,长江证券(上海)资管,0.5436,刘舒畅,2022-11-30,None,None,None,None
017223,富国中证电池主题ETF发起式联接C,指数型-股票,1.91,富国基金,0.5436,曹璐迪,2022-11-29,None,None,None,None
012045,大成医药健康股票A,股票型,1.63,大成基金,0.5435,杨挺,2021-09-16,None,None,None,None
010149,浙商智选经济动能混合C,混合型-偏股,2.51,浙商基金,0.5429,白玉,2021-07-14,23.05%,-0.99,-51.20%,None
013470,泰信低碳经济混合发起式C,混合型-偏股,0.12,泰信基金,0.5427,吴秉韬,2021-11-03,None,None,None,None
013302,招商中证科创创业50ETF联接A,指数型-股票,0.87,招商基金,0.5424,苏燕青,2021-08-24,None,None,None,None
009565,汇安消费龙头混合C,混合型-偏股,0.30,汇安基金,0.5423,吴尚伟,2023-06-02,22.14%,-0.88,-44.73%,None
011236,摩根行业睿选股票A,股票型,10.27,摩根资产管理,0.5416,李博,2022-08-18,23.91%,-0.89,-48.16%,None
014423,汇丰晋信研究精选混合,混合型-偏股,19.67,汇丰晋信基金,0.5415,陆彬,2022-01-21,None,None,None,None
010628,广发瑞轩三个月定开混合,混合型-偏股,21.20,广发基金,0.5414,段涛,2021-02-03,19.32%,-0.92,-41.34%,None
012355,南方新能源产业趋势混合C,混合型-偏股,1.32,南方基金,0.5414,熊琳,2021-08-25,None,None,None,None
011006,工银圆丰三年持有期混合,混合型-偏股,50.22,工银瑞信基金,0.5413,杜洋,2022-11-18,19.21%,-1.08,-47.50%,None
011241,东吴双动力混合C,混合型-偏股,0.06,东吴基金,0.5412,张浩佳,2022-12-30,25.96%,-0.73,-43.87%,None
013085,申万菱信乐同混合A,混合型-偏股,6.58,申万菱信基金,0.5412,付娟,2021-09-06,None,None,None,None
005142,国联沪港深大消费主题A,混合型-灵活,0.15,国联基金,0.5410,陈荔,2020-09-01,28.14%,-0.76,-48.31%,-32.81%
012970,鹏华国证半导体芯片ETF联接C,指数型-股票,5.56,鹏华基金,0.5409,罗英宇,2021-08-24,None,None,None,None
011206,创金合信竞争优势混合A,混合型-偏股,5.87,创金合信基金,0.5409,李游,2021-01-25,24.77%,-0.88,-49.16%,None
012314,南方行业领先混合,混合型-偏股,13.04,南方基金,0.5408,章晖,2021-08-02,None,None,None,None
010558,汇安鑫利优选混合A,混合型-偏股,0.81,汇安基金,0.5406,刘田,2023-05-29,20.41%,-0.94,-44.27%,None
013317,华宝中证科创创业50ETF联接A,指数型-股票,0.65,华宝基金,0.5401,胡洁,2021-08-25,None,None,None,None
009542,银华富利精选混合A,混合型-偏股,19.37,银华基金,0.5401,焦巍,2020-08-13,22.89%,-1.13,-56.76%,None
012410,海富通成长领航混合A,混合型-偏股,0.94,海富通基金,0.5400,范庭芳,2021-12-07,None,None,None,None
011177,博时汇融回报一年持有混合A,混合型-偏股,14.68,博时基金,0.5399,付伟,2023-05-15,17.37%,-1.10,-44.18%,None
010740,汇安核心价值混合A,混合型-偏股,0.23,汇安基金,0.5397,陆丰,2024-05-21,23.70%,-0.90,-48.38%,None
008051,同泰慧择混合C,混合型-偏股,0.06,同泰基金,0.5397,黄伟轩,2021-06-29,32.88%,-0.83,-59.34%,None
012888,工银兴瑞一年持有期混合A,混合型-偏股,10.52,工银瑞信基金,0.5396,谭冬寒,2021-09-15,None,None,None,None
014489,国投瑞银产业升级两年持有混合C,混合型-偏股,0.19,国投瑞银基金,0.5394,施成,2022-03-11,None,None,None,None
017073,嘉实清洁能源股票发起式A,股票型,0.07,嘉实基金,0.5392,李涛,2022-11-22,None,None,None,None
012264,中银研究精选灵活配置混合C,混合型-灵活,0.01,中银基金,0.5390,杨成,2023-12-04,21.82%,-0.98,-48.78%,None
012703,华夏核心成长混合A,混合型-偏股,3.20,华夏基金,0.5388,吕佳玮,2021-12-03,None,None,None,None
013441,东财创新医疗六个月定开混合发起式,混合型-偏股,0.36,东财基金,0.5386,方一航,2021-09-07,None,None,None,None
011419,汇添富消费精选两年持有股票C,股票型,3.06,汇添富基金,0.5385,胡昕炜,2021-05-11,None,None,-47.72%,None
010289,景顺长城产业趋势混合,混合型-偏股,29.16,景顺长城基金,0.5381,詹成,2021-01-15,19.20%,-1.01,-44.82%,None
011472,鹏华致远成长混合C,混合型-偏股,0.04,鹏华基金,0.5378,张鹏,2024-04-27,15.89%,-1.27,-46.07%,None
010186,嘉实核心成长混合A,混合型-偏股,42.18,嘉实基金,0.5377,归凯,2020-10-28,19.37%,-1.18,-51.38%,None
850599,海通核心优势一年持有混合C,混合型-偏股,0.10,上海海通证券资产管理,0.5376,于志浩,2021-12-29,17.46%,-1.38,-53.52%,None
012046,大成医药健康股票C,股票型,0.24,大成基金,0.5374,杨挺,2021-09-16,None,None,None,None
012187,招商品质成长混合C,混合型-偏股,3.43,招商基金,0.5374,李佳存,2021-09-23,None,None,None,None
009910,嘉实动力先锋混合C,混合型-偏股,1.72,嘉实基金,0.5371,姚志鹏,2020-11-23,23.80%,-0.91,-48.99%,None
012156,汇添富成长先锋六个月持有混合C,混合型-偏股,0.26,汇添富基金,0.5371,郑乐凯,2023-09-11,None,None,None,None
013293,长城健康消费混合A,混合型-偏股,3.22,长城基金,0.5363,谭小兵,2021-11-25,None,None,None,None
009662,平安研究睿选混合C,混合型-偏股,1.99,平安基金,0.5362,李化松,2020-07-17,21.28%,-1.21,-56.36%,None
010855,汇添富沪深300基本面增强指数C,指数型-股票,2.18,汇添富基金,0.5362,顾耀强,2021-01-20,15.59%,-1.21,-43.48%,None
013303,招商中证科创创业50ETF联接C,指数型-股票,0.89,招商基金,0.5362,苏燕青,2021-08-24,None,None,None,None
009531,九泰锐和18个月定开混合,混合型-偏股,0.17,九泰基金,0.5361,刘开运,2020-12-03,None,None,-49.17%,None
013318,华宝中证科创创业50ETF联接C,指数型-股票,0.31,华宝基金,0.5355,胡洁,2021-08-25,None,None,None,None
010666,博时高端装备混合C,混合型-偏股,0.25,博时基金,0.5353,李喆,2022-06-29,21.57%,-0.98,-48.28%,None
011122,汇添富ESG可持续成长股票A,股票型,5.43,汇添富基金,0.5351,赵鹏程,2021-06-10,None,None,-46.74%,None
013086,申万菱信乐同混合C,混合型-偏股,0.69,申万菱信基金,0.5351,付娟,2021-09-06,None,None,None,None
015674,鹏华中证800地产指数(LOF)C,指数型-股票,0.82,鹏华基金,0.5351,闫冬,2022-05-10,None,None,None,None
013383,恒生前海高端制造混合A,混合型-偏股,0.06,恒生前海基金,0.5348,祁滕,2022-07-27,None,None,None,None
009348,国联价值成长6个月持有混合C,混合型-偏股,0.11,国联基金,0.5347,骆尖,2021-08-03,24.72%,-0.97,-53.48%,None
005143,国联沪港深大消费主题C,混合型-灵活,0.13,国联基金,0.5346,陈荔,2020-09-01,28.14%,-0.76,-48.63%,-33.31%
012148,国投瑞银产业趋势混合A,混合型-偏股,14.64,国投瑞银基金,0.5346,施成,2021-06-09,35.31%,-0.65,-51.41%,None
016101,申万菱信碳中和智选混合发起A,混合型-偏股,0.07,申万菱信基金,0.5343,王剑,2023-02-08,None,None,None,None
020693,长城健康消费混合C,混合型-偏股,0.00,长城基金,0.5343,谭小兵,2024-02-01,None,None,None,None
010285,长城价值成长六个月持有期混合C,混合型-偏股,0.27,长城基金,0.5342,韩林,2021-11-04,23.36%,-0.95,-49.91%,None
001629,天弘中证计算机ETF联接A,指数型-股票,3.01,天弘基金,0.5341,林心龙,2022-05-25,27.10%,-0.68,-42.64%,-22.65%
970033,东海海睿进取灵活配置混合B,混合型-灵活,0.54,东海证券,0.5341,刘迟到,2022-09-06,17.06%,-1.17,-45.66%,None
